Participant ID,Video file,Gloss,ASL-LEX Code
P1,6958143575951994-PARK.mp4,PARK,E_03_028
P1,8006032738002744-SOCCER 2.mp4,SOCCER2,F_03_032
P1,37542279833186454-STINK.mp4,STINK,H_01_064
P1,9618808117704574-HUG.mp4,HUG,G_02_036
P1,15543213389651633-TUBE.mp4,TUBE,G_03_042
P1,9162908944303221-COUNT.mp4,COUNT,G_02_054
P1,14154575310664197-NICE.mp4,NICE,G_03_059
P1,996512226187074-EASY TO_DO.mp4,EASYTODO,G_02_073
P1,6652814499755777-NOSE.mp4,NOSE,G_03_075
P1,4520498201410337-BACKPACK.mp4,BACKPACK1,G_03_091
P1,16994877911771145-WE.mp4,WE,G_03_019
P1,7090729284366466-DOWNHILL.mp4,DOWNHILL,H_03_012
P1,19003684436528423-JUICE 2.mp4,JUICE1,G_03_035
P1,12338257144617781-POWDER.mp4,POWDER,H_01_026
P1,02551571232229133-PONDER.mp4,PONDER,H_01_043
P1,8643853796183107-JOKE.mp4,JOKE,G_03_086
P1,8782764153522997-SOCIETY.mp4,SOCIETY,H_01_002
P1,21344274764159632-ANYONE.mp4,ANYONE,H_01_059
P1,44939873429204336-CEMETERY.mp4,CEMETERY,H_01_037
P1,5670505226343947-KNIGHT.mp4,KNIGHT1,H_01_054
P1,6235541652821013-ALL OF_SUDDEN.mp4,ALLOFSUDDEN,H_01_096
P1,9060451576078816-COOL 3.mp4,COOL3,H_03_099
P1,6831527585028447-LONG AGO.mp4,LONGAGO,J_01_026
P1,34318091362618364-BECOME.mp4,BECOME,H_02_008
P1,5266228840785678-UNCERTAIN.mp4,UNCERTAIN,H_02_020
P1,1676037390807208-GREET.mp4,GREET1,J_01_042
P1,03369501517929252-PROPOSE.mp4,PROPOSE,H_02_026
P1,36286598060839914-TOSS OUT.mp4,TOSSOUT,H_02_037
P1,42981546208191546-SQUARE.mp4,SQUARE,J_01_060
P1,8517954107198269-EMPTY 2.mp4,EMPTY2,J_01_077
P1,6508465822424006-THANK YOU.mp4,THANKYOU,H_02_053
P1,721478559560571-EACH OTHER.mp4,EACHOTHER,H_02_076
P1,7054741400093962-WILL GO.mp4,WILLGO,J_01_095
P1,5880724478842327-PARANOID.mp4,PARANOID,J_02_021
P1,7552681133614059-ALASKA.mp4,ALASKA,H_02_087
P1,2911495969703426-GET TOGETHER.mp4,GETTOGETHER,J_02_073
P1,7054386695414354-STORY 3.mp4,STORY1,H_03_007
P1,07792809391288658-SQUEEZE.mp4,SQUEEZE,H_03_019
P1,7958435331951532-REMOVE.mp4,REMOVE,J_02_092
P1,44178831586926837-MOSQUITO.mp4,MOSQUITO,H_03_053
P1,9533248897839621-BETWEEN.mp4,BETWEEN,J_03_003
P1,6743634201232205-BULLSHIT.mp4,BULLSHIT,J_03_053
P1,31263202270120893-ADVANTAGE.mp4,ADVANTAGE,H_03_059
P1,4923163326429678-WHISPER.mp4,WHISPER,H_03_075
P1,8212971647934255-SIGN PAPER.mp4,SIGNPAPER,H_03_094
P1,4066959996902433-THERAPY.mp4,THERAPY,H_03_088
P1,3628340866937836-DONT FEEL_LIKE.mp4,DONTFEELLIKE,J_01_005
P1,6742655874522336-COMMUNITY.mp4,COMMUNITY,J_01_015
P1,19749527870729988-CLIENT.mp4,CLIENT,J_01_031
P1,2002285518954443-TURN.mp4,TURN,J_01_065
P1,5290373884784241-HATBRIM.mp4,HATBRIM,J_03_106
P1,5064877659011977-GOODY GOODY_SHOE_OPPOSITE.mp4,GOODYGOODYSHOEOPPOSITE,J_01_072
P1,5837296033724944-LEND.mp4,LEND,J_01_088
P1,19379537971333316-SUPERVISOR.mp4,SUPERVISOR,J_02_010
P1,24683104585018412-SWEAR IN.mp4,SWEARIN,J_02_016
P1,031670126370264784-LICK ENVELOPE.mp4,LICKENVELOPE1,K_01_035
P1,6069671516966564-STUMBLE.mp4,STUMBLE,J_02_079
P1,9076828716002219-PEEL 2.mp4,PEEL1,K_01_052
P1,49288220098651747-DOG.mp4,DOG1,A_01_056
P1,6750594223002664-FLOAT 3.mp4,FLOAT1,K_01_082
P1,31649691891683207-THEORY.mp4,THEORY,J_03_042
P1,6343693205934693-SHORT WORD.mp4,SHORTWORD,J_02_087
P1,27469263568791-LABEL.mp4,LABEL,J_02_105
P1,8450645349294537-ADVERTISE.mp4,ADVERTISE,J_03_015
P1,45613794376693106-DEMOTE.mp4,DEMOTE,J_03_031
P1,7568259630004095-INHALE.mp4,INHALE,J_03_048
P40,5662880671112962-PARK.mp4,PARK,E_03_028
P40,23750861250634614-STINK.mp4,STINK,H_01_064
P40,5460269220331138-HUG.mp4,HUG,G_02_036
P40,10215603974987486-TUBE.mp4,TUBE,G_03_042
P40,8675914629662917-COUNT.mp4,COUNT,G_02_054
P40,18199086230023087-NICE.mp4,NICE,G_03_059
P40,6022620990262424-EASY TO_DO.mp4,EASYTODO,G_02_073
P40,27103930782829466-NOSE.mp4,NOSE,G_03_075
P40,8875256912597131-BACKPACK.mp4,BACKPACK1,G_03_091
P40,5346957049353451-WE.mp4,WE,G_03_019
P40,3237841089626472-DOWNHILL.mp4,DOWNHILL,H_03_012
P40,8673853297757075-JUICE 2.mp4,JUICE1,G_03_035
P40,8342259238668124-POWDER.mp4,POWDER,H_01_026
P40,7476109931780017-PONDER.mp4,PONDER,H_01_043
P40,33372376790577385-JOKE.mp4,JOKE,G_03_086
P40,8763478538813974-SOCIETY.mp4,SOCIETY,H_01_002
P40,931782741467386-ANYONE.mp4,ANYONE,H_01_059
P40,5418273984027029-CEMETERY.mp4,CEMETERY,H_01_037
P40,62432102043786-KNIGHT.mp4,KNIGHT1,H_01_054
P40,3140572918045199-ALL OF_SUDDEN.mp4,ALLOFSUDDEN,H_01_096
P40,613903843341741-COOL 3.mp4,COOL3,H_03_099
P40,19185527558933835-LONG AGO.mp4,LONGAGO,J_01_026
P40,6459252267958286-BECOME.mp4,BECOME,H_02_008
P40,5908448341148838-UNCERTAIN.mp4,UNCERTAIN,H_02_020
P40,9778046529233306-GREET.mp4,GREET1,J_01_042
P40,3909940550052129-PROPOSE.mp4,PROPOSE,H_02_026
P40,19744460835584432-TOSS OUT.mp4,TOSSOUT,H_02_037
P40,5406966366518051-SQUARE.mp4,SQUARE,J_01_060
P40,7535449770372906-THANK YOU.mp4,THANKYOU,H_02_053
P40,6169165591640462-EACH OTHER.mp4,EACHOTHER,H_02_076
P40,4685262003433257-WILL GO.mp4,WILLGO,J_01_095
P40,9119750137106359-PARANOID.mp4,PARANOID,J_02_021
P40,2063128811266226-ALASKA.mp4,ALASKA,H_02_087
P40,5819018923811163-ARTICLE.mp4,ARTICLE,J_02_041
P40,8019317290688388-GET TOGETHER.mp4,GETTOGETHER,J_02_073
P40,4883233656549113-STORY 3.mp4,STORY1,H_03_007
P40,09913910553280747-REMOVE.mp4,REMOVE,J_02_092
P40,7735436577579549-MOSQUITO.mp4,MOSQUITO,H_03_053
P40,23935932871880738-BETWEEN.mp4,BETWEEN,J_03_003
P40,02362800594599035-BULLSHIT.mp4,BULLSHIT,J_03_053
P40,4158330922555107-ADVANTAGE.mp4,ADVANTAGE,H_03_059
P40,9326067198560057-WHISPER.mp4,WHISPER,H_03_075
P40,6468451269888666-SIGN PAPER.mp4,SIGNPAPER,H_03_094
P40,26831740738029275-THERAPY.mp4,THERAPY,H_03_088
P40,6738805591563901-LEAVE ALONE.mp4,LEAVEALONE,H_03_105
P40,4709219515950245-COMMUNITY.mp4,COMMUNITY,J_01_015
P40,3794908792089089-CLIENT.mp4,CLIENT,J_01_031
P40,5666202221838486-TURN.mp4,TURN,J_01_065
P40,5224289762112848-LEND.mp4,LEND,J_01_088
P40,28041608305216026-SUPERVISOR.mp4,SUPERVISOR,J_02_010
P40,30070654019768583-PEEL 2.mp4,PEEL1,K_01_052
P40,11432147423106453-DOG.mp4,DOG1,A_01_056
P40,9184146468779903-BOWLING 2.mp4,BOWLING2,K_01_067
P40,7381855460513327-RIDE 2.mp4,RIDE1,J_03_026
P40,6336093498495587-THEORY.mp4,THEORY,J_03_042
P40,6956016227207786-SHORT WORD.mp4,SHORTWORD,J_02_087
P40,4168307048484854-LABEL.mp4,LABEL,J_02_105
P40,8143823054520445-HATCH 2.mp4,HATCH2,K_01_007
P40,569252532013591-LIGHT 2.mp4,LIGHT,K_01_102
P40,9984110117309302-BUMPY.mp4,BUMPY,K_01_123
P40,3611339319587963-SLIP 2.mp4,SLIP1,K_02_033
P40,7913552139341871-SNEEZE 2.mp4,SNEEZE1,K_02_023
P40,5390411629840837-CLOCK 2.mp4,CLOCK1,K_02_038
P40,3635703251583551-GLASS 3.mp4,GLASS1,K_02_059
P40,7800294564666657-SUMMON.mp4,SUMMON,K_02_075
P40,22066071141437238-BANANA 2.mp4,BANANA2,K_02_097
P40,461256999845691-ENVELOPE 5.mp4,ENVELOPE3,K_02_107
P40,36182318013198267-BURY 2.mp4,BURY1,K_03_018
P40,9072202582847813-ARREST 3.mp4,ARREST3,K_03_036
