Participant ID,Video file,Gloss,ASL-LEX Code
P1,9060451576078816-COOL 3.mp4,COOL3,H_03_099
P16,3499505283261817-COOKIE.mp4,COOKIE,B_03_008
P16,8764310647431719-DROWN 4.mp4,DROWN5,K_03_077
P27,9905499086281422-HEAR 2.mp4,HEAR2,J_02_006
P29,2464471176003349-ROCK.mp4,ROCK,A_01_030
P51,6067418146855834-GO TO_JAIL.mp4,GOTOJAIL,F_03_099
P27,2792934471896211-GAMBLE.mp4,GAMBLE,F_01_051
P27,6300556831725792-BEE.mp4,BEE1,J_02_101
P29,15600113152031958-BOUNCE.mp4,BOUNCE,H_03_057
P52,2166706317765814-seedTHIRSTY.mp4,THIRSTY,C_03_071
P33,4717519599555995-BERRY.mp4,BERRY,E_01_095
P7,7652485249681467-EARTHQUAKE.mp4,EARTHQUAKE,A_03_039
P37,4920186526279182-GUESS.mp4,GUESS1,D_02_013
P16,3348135305985307-VACATION.mp4,VACATION,B_03_016
P27,5131427446114405-PLUS.mp4,PLUS,J_03_045
P33,4385883675262572-COMMENT.mp4,COMMENT,H_01_005
P33,6041695094164881-SMELL.mp4,SMELL,E_02_049
P37,8683155600072712-SPLASH-CA.mp4,SPLASH-CA,K_02_037
P33,8132939702229676-DILEMMA.mp4,DILEMMA,J_01_003
P30,17927180292408784-LUNGS.mp4,LUNGS,G_01_026
P27,9794434391724418-SHORT WORD.mp4,SHORTWORD,J_02_087
P30,9842007094124328-THIN.mp4,THIN,C_02_002
P31,5199449061859593-DELEGATE.mp4,DELEGATE,H_03_001
P11,8071670622765252-5 DOLLARS.mp4,5DOLLARS,B_01_062
P33,8845852425235097-WARN.mp4,WARN,B_01_033
P44,9355917229187218-SURE.mp4,SURE,C_03_044
P50,2307496756231826-TURN KEY.mp4,TURNKEY,E_01_056
P27,40437088656875675-SARCASTIC.mp4,SARCASTIC,E_01_005
P29,0387780746035038-YELLOW.mp4,YELLOW,D_01_020
P50,32967735523691566-ALARM.mp4,ALARM,C_01_085
P31,9535426106915468-WHICH.mp4,WHICH,B_01_088
P33,11400665722505354-SOCKS.mp4,SOCKS,A_03_033
P37,7229702366871333-SUPPORT 2.mp4,SUPPORT1,F_03_066
P7,30102130442113206-SNORKEL.mp4,SNORKEL,E_01_102
P7,12745055651686688-DREAM.mp4,DREAM,B_02_044
P51,9979731168048327-NO.mp4,NO,C_03_041
P33,7373982216596215-STACK 2.mp4,STACK1,K_02_102
P31,2956915380590417-PLENTY.mp4,PLENTY,E_01_014
P52,1694448824941137-seedIMMATURE.mp4,IMMATURE,G_01_082
P27,8591041165709805-DYE.mp4,DYE,F_02_092
P23,7231098168393739-FLASHLIGHT 1.mp4,FLASHLIGHT4,K_02_099
P40,40497498295245005-JOURNEY.mp4,JOURNEY,E_03_037
P29,034398293493387744-BUTTONS.mp4,BUTTONS,F_02_025
P31,20257756539736071-FRUIT.mp4,FRUIT,C_02_083
P29,5949494391929417-NAME.mp4,NAME,D_01_021
P52,7934014854200855-seedTOP.mp4,TOP,H_01_065
P50,601669183361613-CONCERNED.mp4,CONCERNED,G_02_047
P50,2836468880845875-GRANDFATHER.mp4,GRANDFATHER,B_02_036
